日期,小时,总站总负载(度),订单充电量(度),拟合工厂用电(度),拟合工厂平均功率(kW)
20260622,00:00,155.3917,139.2405,32.7573,32.7573
20260622,01:00,91.5417,69.814,21.7277,21.7277
20260622,02:00,56.525,42.0615,14.4635,14.4635
20260622,03:00,95.275,65.1032,30.659,30.659
20260622,04:00,73.1917,67.9968,14.3028,14.3028
20260622,05:00,17.8612,7.26,10.6012,10.6012
20260622,06:00,73.4017,60.5899,16.7739,16.7739
20260622,07:00,293.4008,246.7769,50.0103,50.0103
20260622,08:00,358.7011,303.8986,57.4956,57.4956
20260622,09:00,220.7244,143.8989,76.8255,76.8255
20260622,10:00,287.0371,202.8863,84.1507,84.1507
20260622,11:00,267.3844,169.644,97.7404,97.7404
20260622,12:00,394.1898,328.3171,65.8726,65.8726
20260622,13:00,289.3839,202.4045,86.9794,86.9794
20260622,14:00,195.2228,129.0612,70.4281,70.4281
20260622,15:00,187.0601,119.0827,67.9773,67.9773
20260622,16:00,189.4546,116.6315,72.8231,72.8231
20260622,17:00,230.3344,131.8254,100.0263,100.0263
20260622,18:00,178.5159,134.2711,45.4136,45.4136
20260622,19:00,98.2922,74.4743,28.8239,28.8239
20260622,20:00,68.9333,45.7641,23.1708,23.1708
20260622,21:00,39.5417,28.4385,12.7735,12.7735
20260622,22:00,64.6,46.5867,20.0403,20.0403
20260622,23:00,18.15,0.0121,18.1379,18.1379
20260623,00:00,282.5833,249.7063,56.1663,56.1663
20260623,01:00,125.825,103.1095,26.975,26.975
20260623,02:00,143.7167,121.9878,26.6687,26.6687
20260623,03:00,74.175,61.0526,23.2178,23.2178
20260623,04:00,31.0167,25.8204,8.3437,8.3437
20260623,05:00,18.9762,14.796,7.5103,7.5103
20260623,06:00,168.3448,133.0374,36.1654,36.1654
20260623,07:00,373.7327,331.5433,47.754,47.754
20260623,08:00,231.8287,164.2519,67.5768,67.5768
20260623,09:00,324.6026,233.3592,92.0851,92.0851
20260623,10:00,175.4415,88.6829,86.7586,86.7586
20260623,11:00,301.1358,190.1363,110.9995,110.9995
20260623,12:00,387.2388,289.43,99.2697,99.2697
20260623,13:00,376.2244,267.0252,109.1992,109.1992
20260623,14:00,215.5185,139.7071,75.8114,75.8114
20260623,15:00,158.3047,79.5844,78.7202,78.7202
20260623,16:00,215.2438,136.1666,79.2184,79.2184
20260623,17:00,273.7126,185.4431,88.2695,88.2695
20260623,18:00,140.8724,116.2235,26.9015,26.9015
20260623,19:00,111.9072,90.3646,27.8841,27.8841
20260623,20:00,76.975,55.4981,27.2226,27.2226
20260623,21:00,56.55,49.1286,16.5347,16.5347
20260623,22:00,151.225,117.249,33.976,33.976
20260623,23:00,107.4,103.8937,17.3339,17.3339
20260624,00:00,270.35,247.442,45.2361,45.2361
20260624,01:00,84.25,63.1083,22.9256,22.9256
20260624,02:00,31.2167,23.6692,10.0687,10.0687
20260624,03:00,107.0583,72.5178,37.6638,37.6638
20260624,04:00,25.9917,28.3172,2.9387,2.9387
20260624,05:00,34.5561,24.695,12.2683,12.2683
20260624,06:00,181.9025,156.6738,35.1113,35.1113
20260624,07:00,226.676,191.321,37.6028,37.6028
20260624,08:00,272.97,204.0435,69.161,69.161
20260624,09:00,277.8013,197.4868,82.2292,82.2292
20260624,10:00,208.8808,109.7725,99.1083,99.1083
20260624,11:00,296.6137,214.5643,85.9673,85.9673
20260624,12:00,363.4503,271.8196,95.9241,95.9241
20260624,13:00,327.8509,243.864,85.0512,85.0512
20260624,14:00,158.5524,72.5056,86.0468,86.0468
20260624,15:00,184.9837,110.5537,74.43,74.43
20260624,16:00,246.6524,162.0699,84.5825,84.5825
20260624,17:00,209.2507,118.6694,90.7213,90.7213
20260624,18:00,62.0093,24.2219,37.7875,37.7875
20260624,19:00,160.2973,121.8623,42.0964,42.0964
20260624,20:00,62.2167,48.8445,17.6547,17.6547
20260624,21:00,39.2167,25.0413,14.1753,14.1753
20260624,22:00,54.375,40.3104,16.9877,16.9877
20260624,23:00,60.225,41.8853,19.1647,19.1647
20260625,00:00,304.7917,271.5782,45.0892,45.0892
20260625,01:00,56.5083,47.7024,11.0315,11.0315
20260625,02:00,175.8917,117.97,58.8363,58.8363
20260625,03:00,196.2583,197.8836,11.329,11.329
20260625,04:00,100.1167,88.7981,19.767,19.767
20260625,05:00,31.5606,18.7493,14.3311,14.3311
20260625,06:00,214.6238,184.3487,36.2802,36.2802
20260625,07:00,281.8212,230.6391,61.4549,61.4549
20260625,08:00,321.7133,261.476,66.4863,66.4863
20260625,09:00,344.2497,274.2709,75.6,75.6
20260625,10:00,352.5294,254.5473,97.9822,97.9822
20260625,11:00,324.9662,232.5509,92.4153,92.4153
20260625,12:00,407.6935,303.9555,103.738,103.738
20260625,13:00,329.7944,246.2368,83.9481,83.9481
20260625,14:00,134.7207,69.1648,65.5559,65.5559
20260625,15:00,172.3458,99.5688,72.7787,72.7787
20260625,16:00,169.544,88.4369,81.3901,81.3901
20260625,17:00,139.9384,54.5308,85.4076,85.4076
20260625,18:00,48.3948,20.1428,29.4526,29.4526
20260625,19:00,160.2196,124.6403,40.7742,40.7742
20260625,20:00,140.6583,109.47,44.089,44.089
20260625,21:00,76.05,60.977,16.5534,16.5534
20260625,22:00,7.975,0.0,7.975,7.975
20260625,23:00,7.375,0.6021,6.8,6.8
20260626,00:00,281.1417,253.2097,39.3272,39.3272
20260626,01:00,137.65,121.0539,26.7552,26.7552
20260626,02:00,118.0167,110.6994,16.2467,16.2467
20260626,03:00,94.7833,72.3734,33.6738,33.6738
20260626,04:00,62.8417,62.3525,6.7978,6.7978
20260626,05:00,105.1168,88.3928,18.9182,18.9182
20260626,06:00,207.4837,174.234,34.5285,34.5285
20260626,07:00,325.7005,275.7668,56.1465,56.1465
20260626,08:00,221.9227,174.2189,48.3768,48.3768
20260626,09:00,331.8892,231.3455,100.5437,100.5437
20260626,10:00,188.9214,116.3741,72.5473,72.5473
20260626,11:00,337.4611,241.6735,95.7876,95.7876
20260626,12:00,398.4551,312.8111,88.6862,88.6862
20260626,13:00,338.5578,254.5045,84.0533,84.0533
20260626,14:00,241.305,142.8576,98.4474,98.4474
20260626,15:00,267.4437,178.1677,89.2759,89.2759
20260626,16:00,185.1592,105.3215,80.2116,80.2116
20260626,17:00,196.5159,108.7645,87.7514,87.7514
20260626,18:00,126.1606,102.1169,24.0436,24.0436
20260626,19:00,153.325,97.9485,55.3765,55.3765
20260626,20:00,58.625,46.1339,13.53,13.53
20260626,21:00,34.225,24.6609,11.3921,11.3921
20260626,22:00,12.65,5.3381,7.4618,7.4618
20260626,23:00,19.025,11.083,10.5656,10.5656
20260627,00:00,374.9917,332.1792,66.1097,66.1097
20260627,01:00,105.8417,107.0072,9.6911,9.6911
20260627,02:00,34.2917,27.8597,14.1308,14.1308
20260627,03:00,51.5583,43.3691,13.9258,13.9258
20260627,04:00,86.375,66.7038,21.9495,21.9495
20260627,05:00,42.5942,37.991,12.9075,12.9075
20260627,06:00,110.7002,92.6818,20.5486,20.5486
20260627,07:00,265.2299,243.7961,32.8527,32.8527
20260627,08:00,213.7487,161.3426,56.7692,56.7692
20260627,09:00,319.3286,239.3743,79.9543,79.9543
20260627,10:00,238.4612,154.0136,84.4476,84.4476
20260627,11:00,286.5364,187.241,99.4802,99.4802
20260627,12:00,363.2096,272.1147,91.0949,91.0949
20260627,13:00,339.5397,263.1453,77.2985,77.2985
20260627,14:00,261.4883,179.891,81.5973,81.5973
20260627,15:00,111.6007,50.0926,61.5081,61.5081
20260627,16:00,96.7892,34.351,62.4382,62.4382
20260627,17:00,213.3292,125.4382,87.8909,87.8909
20260627,18:00,59.9074,43.0248,19.7524,19.7524
20260627,19:00,127.5764,105.2205,26.4243,26.4243
20260627,20:00,123.6,105.7936,21.3029,21.3029
20260627,21:00,36.725,29.9492,10.5213,10.5213
20260627,22:00,76.1333,58.9715,21.9747,21.9747
20260627,23:00,70.125,80.9317,8.4872,8.4872
20260628,00:00,209.4917,188.3153,39.5738,39.5738
20260628,01:00,48.7917,45.2824,9.5508,9.5508
20260628,02:00,133.9417,111.8302,22.1261,22.1261
20260628,03:00,88.4333,63.0998,27.621,27.621
20260628,04:00,101.4417,97.712,13.1433,13.1433
20260628,05:00,85.9102,75.1906,15.7759,15.7759
20260628,06:00,241.0347,228.5704,20.2092,20.2092
20260628,07:00,302.1422,258.9268,48.191,48.191
20260628,08:00,232.219,169.7478,65.2931,65.2931
20260628,09:00,278.3776,181.2993,97.0782,97.0782
20260628,10:00,208.768,133.6759,75.0921,75.0921
20260628,11:00,210.4818,129.5596,81.5462,81.5462
20260628,12:00,382.2303,306.7177,96.7697,96.7697
20260628,13:00,286.7699,214.9162,71.8537,71.8537
20260628,14:00,169.1947,101.683,67.5117,67.5117
20260628,15:00,146.3507,90.9743,56.3591,56.3591
20260628,16:00,178.1662,108.6911,69.4751,69.4751
20260628,17:00,192.8388,123.2615,69.9034,69.9034
20260628,18:00,144.4447,113.2208,36.5265,36.5265
20260628,19:00,260.6104,215.2276,45.8143,45.8143
20260628,20:00,124.525,116.6021,23.1908,23.1908
20260628,21:00,70.85,59.8203,21.0908,21.0908
20260628,22:00,157.625,139.3099,26.9506,26.9506
20260628,23:00,38.4,16.242,22.158,22.158
20260629,00:00,307.2,270.6566,50.8668,50.8668
20260629,01:00,181.375,163.6298,29.3284,29.3284
20260629,02:00,132.4083,109.6555,27.6262,27.6262
20260629,03:00,144.9917,127.2398,25.2942,25.2942
20260629,04:00,20.825,23.6468,3.5564,3.5564
20260629,05:00,31.0467,23.8755,11.4006,11.4006
20260629,06:00,191.9907,166.7287,31.0328,31.0328
20260629,07:00,254.2082,222.3526,38.0297,38.0297
20260629,08:00,198.1447,127.9042,71.1941,71.1941
20260629,09:00,221.079,155.9112,65.1678,65.1678
20260629,10:00,286.0718,200.3828,88.7632,88.7632
20260629,11:00,246.2867,148.3737,99.5369,99.5369
20260629,12:00,433.7559,346.9394,89.4495,89.4495
20260629,13:00,288.8869,207.3312,81.5557,81.5557
20260629,14:00,226.6227,144.2488,82.3739,82.3739
20260629,15:00,150.1308,89.7847,64.9797,64.9797
20260629,16:00,188.1638,114.0664,74.0973,74.0973
20260629,17:00,145.686,66.0409,79.6451,79.6451
20260629,18:00,56.4876,44.6204,15.4796,15.4796
20260629,19:00,116.9807,91.7157,27.8566,27.8566
20260629,20:00,69.075,65.7479,22.1474,22.1474
20260629,21:00,70.5,49.3565,24.8187,24.8187
20260629,22:00,17.875,13.5489,6.8516,6.8516
20260629,23:00,30.25,19.4338,10.8162,10.8162
20260630,00:00,265.325,239.5045,37.7895,37.7895
20260630,01:00,73.8417,69.3899,7.8377,7.8377
20260630,02:00,140.725,115.2829,32.6949,32.6949
20260630,03:00,67.7083,65.6756,10.0704,10.0704
20260630,04:00,46.45,38.0201,13.9667,13.9667
20260630,05:00,42.7943,29.3907,14.6987,14.6987
20260630,06:00,205.7167,176.3575,34.3442,34.3442
20260630,07:00,286.7509,250.6873,51.0307,51.0307
20260630,08:00,244.0742,182.8907,63.3829,63.3829
20260630,09:00,248.2992,181.5208,66.7785,66.7785
20260630,10:00,237.3978,140.0724,97.3253,97.3253
20260630,11:00,328.3339,229.401,100.7179,100.7179
20260630,12:00,327.1072,257.7133,69.394,69.394
20260630,13:00,309.8716,221.2508,88.6208,88.6208
20260630,14:00,183.303,110.6099,72.6931,72.6931
20260630,15:00,212.6301,145.3409,67.2892,67.2892
20260630,16:00,102.0101,45.5752,56.4349,56.4349
20260630,17:00,153.9236,76.7767,77.1469,77.1469
20260630,18:00,130.3308,117.8755,22.0832,22.0832
20260630,19:00,195.4012,162.6479,37.7772,37.7772
20260630,20:00,33.3667,19.5619,14.877,14.877
20260630,21:00,51.775,38.1956,13.5794,13.5794
20260630,22:00,63.375,48.1774,15.3642,15.3642
20260630,23:00,48.4,32.4656,15.9344,15.9344
