日期,小时,是否夜间,总站总负载(度),订单充电量(度),原拟合工厂用电(度),夜间基础负荷封顶值(度),夜间超基线残余(度),新版修正后厂区用电(度)
20260623,15:00,否,158.3047,79.5844,78.7202,0.0,0.0,78.7202
20260623,16:00,否,215.2438,136.1666,79.2184,0.0,0.0,79.2184
20260623,17:00,否,273.7126,185.4431,88.2695,0.0,0.0,88.2695
20260623,18:00,是,140.8724,116.2235,26.9015,8.1375,18.764,8.1375
20260623,19:00,是,111.9072,90.3646,27.8841,8.1375,19.7466,8.1375
20260623,20:00,是,76.975,55.4981,27.2226,8.1375,19.0851,8.1375
20260623,21:00,是,56.55,49.1286,16.5347,8.1375,8.3972,8.1375
20260623,22:00,是,151.225,117.249,33.976,8.1375,25.8385,8.1375
20260623,23:00,是,107.4,103.8937,17.3339,8.1375,9.1964,8.1375
20260624,00:00,是,270.35,247.442,45.2361,8.1375,37.0986,8.1375
20260624,01:00,是,84.25,63.1083,22.9256,8.1375,14.7881,8.1375
20260624,02:00,是,31.2167,23.6692,10.0687,8.1375,1.9312,8.1375
20260624,03:00,是,107.0583,72.5178,37.6638,8.1375,29.5263,8.1375
20260624,04:00,是,25.9917,28.3172,2.9387,2.9387,0.0,2.9387
20260624,05:00,是,34.5561,24.695,12.2683,8.1375,4.1308,8.1375
20260624,06:00,否,181.9025,156.6738,35.1113,0.0,0.0,35.1113
20260624,07:00,否,226.676,191.321,37.6028,0.0,0.0,37.6028
20260624,08:00,否,272.97,204.0435,69.161,0.0,0.0,69.161
20260624,09:00,否,277.8013,197.4868,82.2292,0.0,0.0,82.2292
20260624,10:00,否,208.8808,109.7725,99.1083,0.0,0.0,99.1083
20260624,11:00,否,296.6137,214.5643,85.9673,0.0,0.0,85.9673
20260624,12:00,否,363.4503,271.8196,95.9241,0.0,0.0,95.9241
20260624,13:00,否,327.8509,243.864,85.0512,0.0,0.0,85.0512
20260624,14:00,否,158.5524,72.5056,86.0468,0.0,0.0,86.0468
20260624,15:00,否,184.9837,110.5537,74.43,0.0,0.0,74.43
20260624,16:00,否,246.6524,162.0699,84.5825,0.0,0.0,84.5825
20260624,17:00,否,209.2507,118.6694,90.7213,0.0,0.0,90.7213
20260624,18:00,是,62.0093,24.2219,37.7875,8.1375,29.65,8.1375
20260624,19:00,是,160.2973,121.8623,42.0964,8.1375,33.9589,8.1375
20260624,20:00,是,62.2167,48.8445,17.6547,8.1375,9.5172,8.1375
20260624,21:00,是,39.2167,25.0413,14.1753,8.1375,6.0378,8.1375
20260624,22:00,是,54.375,40.3104,16.9877,8.1375,8.8502,8.1375
20260624,23:00,是,60.225,41.8853,19.1647,8.1375,11.0272,8.1375
20260625,00:00,是,304.7917,271.5782,45.0892,8.1375,36.9517,8.1375
20260625,01:00,是,56.5083,47.7024,11.0315,8.1375,2.894,8.1375
20260625,02:00,是,175.8917,117.97,58.8363,8.1375,50.6988,8.1375
20260625,03:00,是,196.2583,197.8836,11.329,8.1375,3.1915,8.1375
20260625,04:00,是,100.1167,88.7981,19.767,8.1375,11.6295,8.1375
20260625,05:00,是,31.5606,18.7493,14.3311,8.1375,6.1936,8.1375
20260625,06:00,否,214.6238,184.3487,36.2802,0.0,0.0,36.2802
20260625,07:00,否,281.8212,230.6391,61.4549,0.0,0.0,61.4549
20260625,08:00,否,321.7133,261.476,66.4863,0.0,0.0,66.4863
20260625,09:00,否,344.2497,274.2709,75.6,0.0,0.0,75.6
20260625,10:00,否,352.5294,254.5473,97.9822,0.0,0.0,97.9822
20260625,11:00,否,324.9662,232.5509,92.4153,0.0,0.0,92.4153
20260625,12:00,否,407.6935,303.9555,103.738,0.0,0.0,103.738
20260625,13:00,否,329.7944,246.2368,83.9481,0.0,0.0,83.9481
20260625,14:00,否,134.7207,69.1648,65.5559,0.0,0.0,65.5559
20260625,15:00,否,172.3458,99.5688,72.7787,0.0,0.0,72.7787
20260625,16:00,否,169.544,88.4369,81.3901,0.0,0.0,81.3901
20260625,17:00,否,139.9384,54.5308,85.4076,0.0,0.0,85.4076
20260625,18:00,是,48.3948,20.1428,29.4526,8.1375,21.3151,8.1375
20260625,19:00,是,160.2196,124.6403,40.7742,8.1375,32.6367,8.1375
20260625,20:00,是,140.6583,109.47,44.089,8.1375,35.9515,8.1375
20260625,21:00,是,76.05,60.977,16.5534,8.1375,8.4159,8.1375
20260625,22:00,是,7.975,0.0,7.975,7.975,0.0,7.975
20260625,23:00,是,7.375,0.6021,6.8,6.8,0.0,6.8
20260626,00:00,是,281.1417,253.2097,39.3272,8.1375,31.1897,8.1375
20260626,01:00,是,137.65,121.0539,26.7552,8.1375,18.6177,8.1375
20260626,02:00,是,118.0167,110.6994,16.2467,8.1375,8.1092,8.1375
20260626,03:00,是,94.7833,72.3734,33.6738,8.1375,25.5363,8.1375
20260626,04:00,是,62.8417,62.3525,6.7978,6.7978,0.0,6.7978
20260626,05:00,是,105.1168,88.3928,18.9182,8.1375,10.7807,8.1375
20260626,06:00,否,207.4837,174.234,34.5285,0.0,0.0,34.5285
20260626,07:00,否,325.7005,275.7668,56.1465,0.0,0.0,56.1465
20260626,08:00,否,221.9227,174.2189,48.3768,0.0,0.0,48.3768
20260626,09:00,否,331.8892,231.3455,100.5437,0.0,0.0,100.5437
20260626,10:00,否,188.9214,116.3741,72.5473,0.0,0.0,72.5473
20260626,11:00,否,337.4611,241.6735,95.7876,0.0,0.0,95.7876
20260626,12:00,否,398.4551,312.8111,88.6862,0.0,0.0,88.6862
20260626,13:00,否,338.5578,254.5045,84.0533,0.0,0.0,84.0533
20260626,14:00,否,241.305,142.8576,98.4474,0.0,0.0,98.4474
20260626,15:00,否,267.4437,178.1677,89.2759,0.0,0.0,89.2759
20260626,16:00,否,185.1592,105.3215,80.2116,0.0,0.0,80.2116
20260626,17:00,否,196.5159,108.7645,87.7514,0.0,0.0,87.7514
20260626,18:00,是,126.1606,102.1169,24.0436,8.1375,15.9061,8.1375
20260626,19:00,是,153.325,97.9485,55.3765,8.1375,47.239,8.1375
20260626,20:00,是,58.625,46.1339,13.53,8.1375,5.3925,8.1375
20260626,21:00,是,34.225,24.6609,11.3921,8.1375,3.2546,8.1375
20260626,22:00,是,12.65,5.3381,7.4618,7.4618,0.0,7.4618
20260626,23:00,是,19.025,11.083,10.5656,8.1375,2.4281,8.1375
20260627,00:00,是,374.9917,332.1792,66.1097,8.1375,57.9722,8.1375
20260627,01:00,是,105.8417,107.0072,9.6911,8.1375,1.5536,8.1375
20260627,02:00,是,34.2917,27.8597,14.1308,8.1375,5.9933,8.1375
20260627,03:00,是,51.5583,43.3691,13.9258,8.1375,5.7883,8.1375
20260627,04:00,是,86.375,66.7038,21.9495,8.1375,13.812,8.1375
20260627,05:00,是,42.5942,37.991,12.9075,8.1375,4.77,8.1375
20260627,06:00,否,110.7002,92.6818,20.5486,0.0,0.0,20.5486
20260627,07:00,否,265.2299,243.7961,32.8527,0.0,0.0,32.8527
20260627,08:00,否,213.7487,161.3426,56.7692,0.0,0.0,56.7692
20260627,09:00,否,319.3286,239.3743,79.9543,0.0,0.0,79.9543
20260627,10:00,否,238.4612,154.0136,84.4476,0.0,0.0,84.4476
20260627,11:00,否,286.5364,187.241,99.4802,0.0,0.0,99.4802
20260627,12:00,否,363.2096,272.1147,91.0949,0.0,0.0,91.0949
20260627,13:00,否,339.5397,263.1453,77.2985,0.0,0.0,77.2985
20260627,14:00,否,261.4883,179.891,81.5973,0.0,0.0,81.5973
20260627,15:00,否,111.6007,50.0926,61.5081,0.0,0.0,61.5081
20260627,16:00,否,96.7892,34.351,62.4382,0.0,0.0,62.4382
20260627,17:00,否,213.3292,125.4382,87.8909,0.0,0.0,87.8909
20260627,18:00,是,59.9074,43.0248,19.7524,8.1375,11.6149,8.1375
20260627,19:00,是,127.5764,105.2205,26.4243,8.1375,18.2868,8.1375
20260627,20:00,是,123.6,105.7936,21.3029,8.1375,13.1654,8.1375
20260627,21:00,是,36.725,29.9492,10.5213,8.1375,2.3838,8.1375
20260627,22:00,是,76.1333,58.9715,21.9747,8.1375,13.8372,8.1375
20260627,23:00,是,70.125,80.9317,8.4872,8.1375,0.3497,8.1375
20260628,00:00,是,209.4917,188.3153,39.5738,8.1375,31.4363,8.1375
20260628,01:00,是,48.7917,45.2824,9.5508,8.1375,1.4133,8.1375
20260628,02:00,是,133.9417,111.8302,22.1261,8.1375,13.9886,8.1375
20260628,03:00,是,88.4333,63.0998,27.621,8.1375,19.4835,8.1375
20260628,04:00,是,101.4417,97.712,13.1433,8.1375,5.0058,8.1375
20260628,05:00,是,85.9102,75.1906,15.7759,8.1375,7.6384,8.1375
20260628,06:00,否,241.0347,228.5704,20.2092,0.0,0.0,20.2092
20260628,07:00,否,302.1422,258.9268,48.191,0.0,0.0,48.191
20260628,08:00,否,232.219,169.7478,65.2931,0.0,0.0,65.2931
20260628,09:00,否,278.3776,181.2993,97.0782,0.0,0.0,97.0782
20260628,10:00,否,208.768,133.6759,75.0921,0.0,0.0,75.0921
20260628,11:00,否,210.4818,129.5596,81.5462,0.0,0.0,81.5462
20260628,12:00,否,382.2303,306.7177,96.7697,0.0,0.0,96.7697
20260628,13:00,否,286.7699,214.9162,71.8537,0.0,0.0,71.8537
20260628,14:00,否,169.1947,101.683,67.5117,0.0,0.0,67.5117
20260628,15:00,否,146.3507,90.9743,56.3591,0.0,0.0,56.3591
20260628,16:00,否,178.1662,108.6911,69.4751,0.0,0.0,69.4751
20260628,17:00,否,192.8388,123.2615,69.9034,0.0,0.0,69.9034
20260628,18:00,是,144.4447,113.2208,36.5265,8.1375,28.389,8.1375
20260628,19:00,是,260.6104,215.2276,45.8143,8.1375,37.6768,8.1375
20260628,20:00,是,124.525,116.6021,23.1908,8.1375,15.0533,8.1375
20260628,21:00,是,70.85,59.8203,21.0908,8.1375,12.9533,8.1375
20260628,22:00,是,157.625,139.3099,26.9506,8.1375,18.8131,8.1375
20260628,23:00,是,38.4,16.242,22.158,8.1375,14.0205,8.1375
20260629,00:00,是,307.2,270.6566,50.8668,8.1375,42.7293,8.1375
20260629,01:00,是,181.375,163.6298,29.3284,8.1375,21.1909,8.1375
20260629,02:00,是,132.4083,109.6555,27.6262,8.1375,19.4887,8.1375
20260629,03:00,是,144.9917,127.2398,25.2942,8.1375,17.1567,8.1375
20260629,04:00,是,20.825,23.6468,3.5564,3.5564,0.0,3.5564
20260629,05:00,是,31.0467,23.8755,11.4006,8.1375,3.2631,8.1375
20260629,06:00,否,191.9907,166.7287,31.0328,0.0,0.0,31.0328
20260629,07:00,否,254.2082,222.3526,38.0297,0.0,0.0,38.0297
20260629,08:00,否,198.1447,127.9042,71.1941,0.0,0.0,71.1941
20260629,09:00,否,221.079,155.9112,65.1678,0.0,0.0,65.1678
20260629,10:00,否,286.0718,200.3828,88.7632,0.0,0.0,88.7632
20260629,11:00,否,246.2867,148.3737,99.5369,0.0,0.0,99.5369
20260629,12:00,否,433.7559,346.9394,89.4495,0.0,0.0,89.4495
20260629,13:00,否,288.8869,207.3312,81.5557,0.0,0.0,81.5557
20260629,14:00,否,226.6227,144.2488,82.3739,0.0,0.0,82.3739
20260629,15:00,否,150.1308,89.7847,64.9797,0.0,0.0,64.9797
20260629,16:00,否,188.1638,114.0664,74.0973,0.0,0.0,74.0973
20260629,17:00,否,145.686,66.0409,79.6451,0.0,0.0,79.6451
20260629,18:00,是,56.4876,44.6204,15.4796,8.1375,7.3421,8.1375
20260629,19:00,是,116.9807,91.7157,27.8566,8.1375,19.7191,8.1375
20260629,20:00,是,69.075,65.7479,22.1474,8.1375,14.0099,8.1375
20260629,21:00,是,70.5,49.3565,24.8187,8.1375,16.6812,8.1375
20260629,22:00,是,17.875,13.5489,6.8516,6.8516,0.0,6.8516
20260629,23:00,是,30.25,19.4338,10.8162,8.1375,2.6787,8.1375
20260630,00:00,是,265.325,239.5045,37.7895,8.1375,29.652,8.1375
20260630,01:00,是,73.8417,69.3899,7.8377,7.8377,0.0,7.8377
20260630,02:00,是,140.725,115.2829,32.6949,8.1375,24.5574,8.1375
20260630,03:00,是,67.7083,65.6756,10.0704,8.1375,1.9329,8.1375
20260630,04:00,是,46.45,38.0201,13.9667,8.1375,5.8292,8.1375
20260630,05:00,是,42.7943,29.3907,14.6987,8.1375,6.5612,8.1375
20260630,06:00,否,205.7167,176.3575,34.3442,0.0,0.0,34.3442
20260630,07:00,否,286.7509,250.6873,51.0307,0.0,0.0,51.0307
20260630,08:00,否,244.0742,182.8907,63.3829,0.0,0.0,63.3829
20260630,09:00,否,248.2992,181.5208,66.7785,0.0,0.0,66.7785
20260630,10:00,否,237.3978,140.0724,97.3253,0.0,0.0,97.3253
20260630,11:00,否,328.3339,229.401,100.7179,0.0,0.0,100.7179
20260630,12:00,否,327.1072,257.7133,69.394,0.0,0.0,69.394
20260630,13:00,否,309.8716,221.2508,88.6208,0.0,0.0,88.6208
20260630,14:00,否,183.303,110.6099,72.6931,0.0,0.0,72.6931
20260630,15:00,否,212.6301,145.3409,67.2892,0.0,0.0,67.2892
20260630,16:00,否,102.0101,45.5752,56.4349,0.0,0.0,56.4349
20260630,17:00,否,153.9236,76.7767,77.1469,0.0,0.0,77.1469
20260630,18:00,是,130.3308,117.8755,22.0832,8.1375,13.9457,8.1375
20260630,19:00,是,195.4012,162.6479,37.7772,8.1375,29.6397,8.1375
20260630,20:00,是,33.3667,19.5619,14.877,8.1375,6.7395,8.1375
20260630,21:00,是,51.775,38.1956,13.5794,8.1375,5.4419,8.1375
20260630,22:00,是,63.375,48.1774,15.3642,8.1375,7.2267,8.1375
20260630,23:00,是,48.4,32.4656,15.9344,8.1375,7.7969,8.1375
